query,name,google_id,place_id,location_link,reviews_link,reviews_per_score,reviews,rating,review_id,review_pagination_id,author_link,author_title,author_id,author_image,author_reviews_count,author_ratings_count,review_text,review_img_urls,review_img_url,review_photo_ids,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id,review_questions_Food,review_questions_Service,review_questions_Atmosphere,review_questions_Meal type,review_questions_Price per person,review_questions_Noise level,review_questions,review_questions_Group size,review_questions_Reservation,review_questions_Dietary restrictions,review_questions_Parking space,review_questions_Parking options,review_questions_None,review_questions_Vegetarian options,review_questions_Seating type,review_questions_Recommended dishes,review_questions_Parking,review_questions_Kid-friendliness,review_questions_Wait time,review_questions_Wheelchair accessibility,review_questions_Special offers
ChIJbVusaw5xhlQRaTWJIYOwgQc,KINTON RAMEN ROBSON,0x5486710e6bac5b6d:0x781b08321893569,ChIJbVusaw5xhlQRaTWJIYOwgQc,"https://www.google.com/maps/place/KINTON+RAMEN+ROBSON/@49.2795383,-123.1172879,14z/data=!4m8!1m2!2m1!1sKINTON+RAMEN+ROBSON!3m4!1s0x5486710e6bac5b6d:0x781b08321893569!8m2!3d49.2795383!4d-123.1172879",https://search.google.com/local/reviews?placeid=ChIJbVusaw5xhlQRaTWJIYOwgQc&authuser=0&hl=en&gl=UA,,1803,4.7,Ci9DQUlRQUNvZENodHljRjlvT2xoc1lpMWtiVW95Tmt0bFZVSkVaVmN5WW05dk1YYxAB,CAESYENBRVFBUnBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSMXBqVmtKb2IxOWZSV2hDZGxGcE1uUlBWbkJhWkV4UGNXOXhUVUZCUVVGQlIyZG1YMEZ0V21OV1FtaHZSMEZCYVVGQg==,https://www.google.com/maps/contrib/100697249183837970529?hl=en,Yushi,100697249183837970529,https://lh3.googleusercontent.com/a-/ALV-UjX48TYZk3j8jLkp2qlGCsSyzjC4LK7UdOQOCiMPnJPRxG-pFcCA=s120-c-rp-mo-br100,0,1,,,,,"Hi Yushi, thank you for your rating! We hope to see you back soon.",1759396961.0,10/02/2025 09:22:41,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xoc1lpMWtiVW95Tmt0bFZVSkVaVmN5WW05dk1YYxAB!2m1!1s0x0:0x781b08321893569!3m1!1s2@1:CAIQACodChtycF9oOlhsYi1kbUoyNktlVUJEZVcyYm9vMXc%7C0crWysBo_SY%7C?hl=en,5,1759387576,10/02/2025 06:46:16,,540907507511014761,5,5,5,,,,,,,,,,,,,,,,,,
ChIJbVusaw5xhlQRaTWJIYOwgQc,KINTON RAMEN ROBSON,0x5486710e6bac5b6d:0x781b08321893569,ChIJbVusaw5xhlQRaTWJIYOwgQc,"https://www.google.com/maps/place/KINTON+RAMEN+ROBSON/@49.2795383,-123.1172879,14z/data=!4m8!1m2!2m1!1sKINTON+RAMEN+ROBSON!3m4!1s0x5486710e6bac5b6d:0x781b08321893569!8m2!3d49.2795383!4d-123.1172879",https://search.google.com/local/reviews?placeid=ChIJbVusaw5xhlQRaTWJIYOwgQc&authuser=0&hl=en&gl=UA,,1803,4.7,Ci9DQUlRQUNvZENodHljRjlvT2pGWlpuSTVRV1Z4UjFodGFXSnFkR3h1ZVZGdmNtYxAB,CAESYENBRVFBaHBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSMXBwZFd4eFMxOWZSV2hEVmtoeWVGOTRaRjh5YlZsT01YSm9TVUZCUVVGQlIyZG1YMEZ0V21sMWJIRkxSMEZCYVVGQg==,https://www.google.com/maps/contrib/106211242691887057166?hl=en,Beta Dong,106211242691887057166,https://lh3.googleusercontent.com/a/ACg8ocJJlWJBoa2cJwgZR0DIELcwSR30xeezF02E0dkexnFYJLq2cg=s120-c-rp-mo-br100,6,1,"Very disappointing experience. Ordered takeout and brought it back to the hotel, but there were no utensils at all. As a visitor, how am I supposed to eat ramen 🍜 with my hands? Very inconvenient.",,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pGWlpuSTVRV1Z4UjFodGFXSnFkR3h1ZVZGdmNtYxAB!2m1!1s0x0:0x781b08321893569!3m1!1s2@1:CAIQACodChtycF9oOjFZZnI5QWVxR1htaWJqdGxueVFvcmc%7C0cr6lIHu6DU%7C?hl=en,1,1759280211,10/01/2025 00:56:51,,540907507511014761,3,1,1,,,,,,,,,,,,,,,,,,
ChIJbVusaw5xhlQRaTWJIYOwgQc,KINTON RAMEN ROBSON,0x5486710e6bac5b6d:0x781b08321893569,ChIJbVusaw5xhlQRaTWJIYOwgQc,"https://www.google.com/maps/place/KINTON+RAMEN+ROBSON/@49.2795383,-123.1172879,14z/data=!4m8!1m2!2m1!1sKINTON+RAMEN+ROBSON!3m4!1s0x5486710e6bac5b6d:0x781b08321893569!8m2!3d49.2795383!4d-123.1172879",https://search.google.com/local/reviews?placeid=ChIJbVusaw5xhlQRaTWJIYOwgQc&authuser=0&hl=en&gl=UA,,1803,4.7,Ci9DQUlRQUNvZENodHljRjlvT2xoSk9EQTJWbTVQVkV0UFRtWm9NRTFKTWtaNWRrRRAB,CAESYENBRVFBeHBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSMXBwTFdKQ05WOWZSV2hFUlhsSVgxazViWGxET1ZaemNUTjNORUZCUVVGQlIyZG1YMEZ0V21rdFlrSTFSMEZCYVVGQg==,https://www.google.com/maps/contrib/115175951851755328139?hl=en,sarah amm,115175951851755328139,https://lh3.googleusercontent.com/a/ACg8ocLWtA8i25By17n2keEQ8Rxz8k9YuKprAGuLC0L5XbNw6EvyCA=s120-c-rp-mo-br100,6,0,"Kinton Ramen is a great spot in downtown. We ordered the 4 person combo for $83 and it was almost worth the price. I will say the gyozas, as good as they were, was on the smaller side for 4 people which was unfortunate because they were sooo good. The fries were perfectly crispy, and the ramen itself was really good. I do love spice, so they didn’t have many options to make it spicier, which is fine, i still enjoyed it. I’m a vegetarian and there’s few vegetarian options here and this one was perfect. had 4 different options which i loved. Will be back!",https://lh3.googleusercontent.com/geougc-cs/AB3l90BLWRUUJTr68tAcYc2XAPW1QYhSootn68VYGqz3MeAOQ4AhzcoWQgDlq6__7mQD7Jb5mtOS4EVJQ8tFEZtOvQOJ1wUEzom5kvsTTBpNXqpffE3FK7HhpR_Mzvd7bJH43X4TwFPIkLYxvBTk,https://lh3.googleusercontent.com/geougc-cs/AB3l90BLWRUUJTr68tAcYc2XAPW1QYhSootn68VYGqz3MeAOQ4AhzcoWQgDlq6__7mQD7Jb5mtOS4EVJQ8tFEZtOvQOJ1wUEzom5kvsTTBpNXqpffE3FK7HhpR_Mzvd7bJH43X4TwFPIkLYxvBTk,CIABIhAkfMJaJY8ikcb5rSibbk9N,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xoSk9EQTJWbTVQVkV0UFRtWm9NRTFKTWtaNWRrRRAB!2m1!1s0x0:0x781b08321893569!3m1!1s2@1:CAIQACodChtycF9oOlhJODA2Vm5PVEtPTmZoME1JMkZ5dkE%7C0cr5kRVoiKn%7C?hl=en,4,1759276060,09/30/2025 23:47:40,,540907507511014761,4,4,5,Lunch,$20–30,Moderate noise,,,,,,,,,,,,,,,
ChIJbVusaw5xhlQRaTWJIYOwgQc,KINTON RAMEN ROBSON,0x5486710e6bac5b6d:0x781b08321893569,ChIJbVusaw5xhlQRaTWJIYOwgQc,"https://www.google.com/maps/place/KINTON+RAMEN+ROBSON/@49.2795383,-123.1172879,14z/data=!4m8!1m2!2m1!1sKINTON+RAMEN+ROBSON!3m4!1s0x5486710e6bac5b6d:0x781b08321893569!8m2!3d49.2795383!4d-123.1172879",https://search.google.com/local/reviews?placeid=ChIJbVusaw5xhlQRaTWJIYOwgQc&authuser=0&hl=en&gl=UA,,1803,4.7,Ci9DQUlRQUNvZENodHljRjlvT25Sc1kyRkhVbVpOTnkxMmRGVmhjalJPT0ZGWWNYYxAB,CAESY0NBRVFCQnBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSMW94TkdsbmQxOWZSV2hDWHpSWWJrTTBlamRVWVVWbVVGOXZTVUZCUVVGQlIyZHVPUzFwV1VOYWJsaHBTMFJCV1VGRFNVRQ==,https://www.google.com/maps/contrib/109616610066413052087?hl=en,Luxurystay “LSTV” Vancouver,109616610066413052087,https://lh3.googleusercontent.com/a/ACg8ocLxpLDLSrBDIHChbiXkHOd1dSp-Psv3gUQSJISZidRJzwV-sA=s120-c-rp-mo-ba2-br100,7,44,,,,,"Hi Luxurystay, thank you for your rating! We hope to see you back soon.",1758968649.0,09/27/2025 10:24:09,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25Sc1kyRkhVbVpOTnkxMmRGVmhjalJPT0ZGWWNYYxAB!2m1!1s0x0:0x781b08321893569!3m1!1s2@1:CAIQACodChtycF9oOnRsY2FHUmZNNy12dFVhcjROOFFYcXc%7C0cptInbYGVE%7C?hl=en,5,1758958835,09/27/2025 07:40:35,,540907507511014761,5,5,5,,,,,,,,,,,,,,,,,,
ChIJbVusaw5xhlQRaTWJIYOwgQc,KINTON RAMEN ROBSON,0x5486710e6bac5b6d:0x781b08321893569,ChIJbVusaw5xhlQRaTWJIYOwgQc,"https://www.google.com/maps/place/KINTON+RAMEN+ROBSON/@49.2795383,-123.1172879,14z/data=!4m8!1m2!2m1!1sKINTON+RAMEN+ROBSON!3m4!1s0x5486710e6bac5b6d:0x781b08321893569!8m2!3d49.2795383!4d-123.1172879",https://search.google.com/local/reviews?placeid=ChIJbVusaw5xhlQRaTWJIYOwgQc&authuser=0&hl=en&gl=UA,,1803,4.7,Ci9DQUlRQUNvZENodHljRjlvT21KVU5FOWtWblpEVGt0b1ZXMWhjRmcyWmpOU1kxRRAB,CAESYENBRVFCUnBDUTJrNFNVRlNTVzVEWjI5QlVEY3lSMW8yY0hOTE5GOWZSV2hEVERSMlJXOXdNblJQZG5kYU9XNW5XVUZCUVVGQlIyZG1YMEZ0V2pad2MwczBSMEZCYVVGQg==,https://www.google.com/maps/contrib/101934522898472929537?hl=en,Ivan Ostapchuk,101934522898472929537,https://lh3.googleusercontent.com/a/ACg8ocKGLd7kxcwCiV7gJD5lIobGm9EQM5EGwPIzK9JHVkuLrE7_ug=s120-c-rp-mo-br100,3,4,,,,,"Hi Ivan, thank you for your rating! We hope to see you back soon.",1758882274.0,09/26/2025 10:24:34,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21KVU5FOWtWblpEVGt0b1ZXMWhjRmcyWmpOU1kxRRAB!2m1!1s0x0:0x781b08321893569!3m1!1s2@1:CAIQACodChtycF9oOmJUNE9kVnZDTktoVW1hcFg2ZjNSY1E%7C0cp_lu9v8VN%7C?hl=en,5,1758878842,09/26/2025 09:27:22,,540907507511014761,,,,,,,,,,,,,,,,,,,,,
ChIJbVusaw5xhlQRaTWJIYOwgQc,KINTON RAMEN ROBSON,0x5486710e6bac5b6d:0x781b08321893569,ChIJbVusaw5xhlQRaTWJIYOwgQc,"https://www.google.com/maps/place/KINTON+RAMEN+ROBSON/@49.2795383,-123.1172879,14z/data=!4m8!1m2!2m1!1sKINTON+RAMEN+ROBSON!3m4!1s0x5486710e6bac5b6d:0x781b08321893569!8m2!3d49.2795383!4d-123.1172879",https://search.google.com/local/reviews?placeid=ChIJbVusaw5xhlQRaTWJIYOwgQc&authuser=0&hl=en&gl=UA,,1803,4.7,Ci9DQUlRQUNvZENodHljRjlvT25SaU1VeFBhVmRIYjFsSFpsVmFPR3hRTUhndGFrRRAB,CAESY0NBRVFCaHBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSMkZXZVhSa2VsOWZSV2hEVkZKcmVHeHJVbk0wYkRONlkyTlFjMEZCUVVGQlIyZHVPVEpyWTBOYWNGaExNVE5OV1VGRFNVRQ==,https://www.google.com/maps/contrib/113588512696344008233?hl=en,Gabriela Cortez,113588512696344008233,https://lh3.googleusercontent.com/a-/ALV-UjXRCbiVieadZN9Wj9LuV20DQbXZopQce7-KE_XuMXWdaGmqyIeB5g=s120-c-rp-mo-ba2-br100,16,0,"Food takes a while, but there busy. Delicious though",,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25SaU1VeFBhVmRIYjFsSFpsVmFPR3hRTUhndGFrRRAB!2m1!1s0x0:0x781b08321893569!3m1!1s2@1:CAIQACodChtycF9oOnRiMUxPaVdHb1lHZlVaOGxQMHgtakE%7C0cnqb3g_V3H%7C?hl=en,4,1758423492,09/21/2025 02:58:12,,540907507511014761,5,4,4,,$10–20,,,,,,,,,,,,,,,,
ChIJbVusaw5xhlQRaTWJIYOwgQc,KINTON RAMEN ROBSON,0x5486710e6bac5b6d:0x781b08321893569,ChIJbVusaw5xhlQRaTWJIYOwgQc,"https://www.google.com/maps/place/KINTON+RAMEN+ROBSON/@49.2795383,-123.1172879,14z/data=!4m8!1m2!2m1!1sKINTON+RAMEN+ROBSON!3m4!1s0x5486710e6bac5b6d:0x781b08321893569!8m2!3d49.2795383!4d-123.1172879",https://search.google.com/local/reviews?placeid=ChIJbVusaw5xhlQRaTWJIYOwgQc&authuser=0&hl=en&gl=UA,,1803,4.7,Ci9DQUlRQUNvZENodHljRjlvT25wWFdIQTVaVU5ZYUc5amIzcGtTSFp3ZDB4cWMwRRAB,CAESY0NBRVFCeHBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSMkZyYzNkalZsOWZSV2hCYlV0cFZ6Sm5NVVpFYUhvMU1uUnFXVUZCUVVGQlIyZHVPUzF5VlVOYWNWTjZRbmhWV1VGRFNVRQ==,https://www.google.com/maps/contrib/104016161232677426242?hl=en,Flora Gu,104016161232677426242,https://lh3.googleusercontent.com/a/ACg8ocIeNaPuj-KBEvyJSsHpFJvyc4FWALtDU9JYCqFJ-5ap7stp1A=s120-c-rp-mo-ba3-br100,30,63,,,,,"Hi Flora, thank you for your rating! We hope to see you back soon.",1758183774.0,09/18/2025 08:22:54,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25wWFdIQTVaVU5ZYUc5amIzcGtTSFp3ZDB4cWMwRRAB!2m1!1s0x0:0x781b08321893569!3m1!1s2@1:CAIQACodChtycF9oOnpXWHA5ZUNYaG9jb3pkSHZwd0xqc0E%7C0cmtYI9ePbQ%7C?hl=en,4,1758173395,09/18/2025 05:29:55,,540907507511014761,4,5,4,Lunch,$10–20,,,,,,,,,,,,,,,,
ChIJbVusaw5xhlQRaTWJIYOwgQc,KINTON RAMEN ROBSON,0x5486710e6bac5b6d:0x781b08321893569,ChIJbVusaw5xhlQRaTWJIYOwgQc,"https://www.google.com/maps/place/KINTON+RAMEN+ROBSON/@49.2795383,-123.1172879,14z/data=!4m8!1m2!2m1!1sKINTON+RAMEN+ROBSON!3m4!1s0x5486710e6bac5b6d:0x781b08321893569!8m2!3d49.2795383!4d-123.1172879",https://search.google.com/local/reviews?placeid=ChIJbVusaw5xhlQRaTWJIYOwgQc&authuser=0&hl=en&gl=UA,,1803,4.7,Ci9DQUlRQUNvZENodHljRjlvT2xCaWFVcFpZbmRrYjBWVE5uRjFMVEZKY0cxeVFsRRAB,CAESY0NBRVFDQnBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSMkZzUjFwSmRsOWZSV2hFVkZWNVYzaFhkRU5SWWtScFZtMVhkMEZCUVVGQlIyZHVPVEpSV1VOYWNWVmFhMms0V1VGRFNVRQ==,https://www.google.com/maps/contrib/105694965293793951229?hl=en,Jade Doolan,105694965293793951229,https://lh3.googleusercontent.com/a-/ALV-UjVj5NXua5rQQZkEolYn-uTRHz1AGwI3EBhte8GZwuQCnDYG3hD2=s120-c-rp-mo-br100,9,4,"We have never had a good experience ordering ramen for delivery tbh but the way this was delivered is amazing. it tastes amazing, the way the broth and food was delivered separately that way it didn't get soggy. Honestly it was such a great experience that we will definitely tell our friends and be ordering from here again. Definitely a 10/10 experience. First time eating here and ordering.",,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xCaWFVcFpZbmRrYjBWVE5uRjFMVEZKY0cxeVFsRRAB!2m1!1s0x0:0x781b08321893569!3m1!1s2@1:CAIQACodChtycF9oOlBiaUpZYndkb0VTNnF1LTFJcG1yQlE%7C0cmruHpRD5E%7C?hl=en,5,1758166674,09/18/2025 03:37:54,,540907507511014761,5,5,,Dinner,,,,,,,,,,,,,,,,,
ChIJbVusaw5xhlQRaTWJIYOwgQc,KINTON RAMEN ROBSON,0x5486710e6bac5b6d:0x781b08321893569,ChIJbVusaw5xhlQRaTWJIYOwgQc,"https://www.google.com/maps/place/KINTON+RAMEN+ROBSON/@49.2795383,-123.1172879,14z/data=!4m8!1m2!2m1!1sKINTON+RAMEN+ROBSON!3m4!1s0x5486710e6bac5b6d:0x781b08321893569!8m2!3d49.2795383!4d-123.1172879",https://search.google.com/local/reviews?placeid=ChIJbVusaw5xhlQRaTWJIYOwgQc&authuser=0&hl=en&gl=UA,,1803,4.7,ChdDSUhNMG9nS0VJQ0FnSURfNGE2VnhnRRAB,CAESY0NBRVFDUnBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSMkZ4U21GdE9WOWZSV2hDYVhodVFWbDRlSGRqWXpGd2J6ZHBaMEZCUVVGQlIyZHVPVEpvVVVOYWNXOXNjV0l3V1VGRFNVRQ==,https://www.google.com/maps/contrib/101631476671707396880?hl=en,Jina S,101631476671707396880,https://lh3.googleusercontent.com/a/ACg8ocLSgyqvuXv-ckNxszh4L4GGH-FOY9HLg6hbr9EEZmcXzS-PB1A=s120-c-rp-mo-ba3-br100,75,42,"Unfortunately the chasu pork was thick and rubbery. We didn’t finish it. Waitress didn’t acknowledge or ask about our half eaten food.

Broth for the spicy garlic pork was very good, but shoyu broth is lacking flavour and depth. Clean open kitchen

They incentive ice cream in exchange for positive google reviews.",,,,"Thanks for sharing your thoughts, Jina. We’re sorry to hear about your experience with the chasiu and that our service fell short. We appreciate your feedback on the broths and will continue to strive for improvement. Your insights help us enhance our offerings.",1738099989.0,01/28/2025 21:33:09,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURfNGE2VnhnRRAB!2m1!1s0x0:0x781b08321893569!3m1!1s2@1:CIHM0ogKEICAgID_4a6VxgE%7CCgsIuIT0vQYQwJfxMg%7C?hl=en,3,1758081996,09/17/2025 04:06:36,,540907507511014761,2,2,4,,,,,,,,,,,,,,,,,,
ChIJbVusaw5xhlQRaTWJIYOwgQc,KINTON RAMEN ROBSON,0x5486710e6bac5b6d:0x781b08321893569,ChIJbVusaw5xhlQRaTWJIYOwgQc,"https://www.google.com/maps/place/KINTON+RAMEN+ROBSON/@49.2795383,-123.1172879,14z/data=!4m8!1m2!2m1!1sKINTON+RAMEN+ROBSON!3m4!1s0x5486710e6bac5b6d:0x781b08321893569!8m2!3d49.2795383!4d-123.1172879",https://search.google.com/local/reviews?placeid=ChIJbVusaw5xhlQRaTWJIYOwgQc&authuser=0&hl=en&gl=UA,,1803,4.7,Ci9DQUlRQUNvZENodHljRjlvT214NlpWUlNlbGRoTmpsalpucEhRbWh1TWtKYVVVRRAB,CAESY0NBRVFDaHBFUTJwRlNVRlNTWEJEWjI5QlVEY3lSMkZ4Wm1FM1ZWOWZSV2hDUTNSa05sTnNPV2xXZGxjM01YSklhMEZCUVVGQlIyZHVPVEpRZDBOYWNYQTVjblJSV1VGRFNVRQ==,https://www.google.com/maps/contrib/111024319370236357283?hl=en,Liam McDonald,111024319370236357283,https://lh3.googleusercontent.com/a/ACg8ocJEA0MKqQGyct39iWudod8C1CncGKlVhjOZPBbH9mhm9sUs3A=s120-c-rp-mo-ba3-br100,38,0,"I order Kinton through Uber Eats and the portion sizes were facilely small compared to the advertised photos. Each bowl of ramen came with two small slithers of pork, not two large slices. Two slices of cheesecake were smaller than what the photo infers. This is misleading and unacceptable.","https://lh3.googleusercontent.com/geougc-cs/AB3l90A6-1cOsmQlT_8bh8xByMtJcduHX_OAB_98snTbkTi555ZIn35jqYNsI06k5UsBjBmgk0y4ARLzRL6tD9MwiXEVOtD7CKeEE4JmKVZC_COoJ2IBa5WN4wLLYYvuqMesKZtGYVGLQslxnYCV, https://lh3.googleusercontent.com/geougc-cs/AB3l90BT2sIoV-AQzZ812aFZy5qrBZvRf9cv9qDxsjHH2kxJj0ppKbrrJA2uwndtdwpTWAibhF_b-uR-xFPklrRFOXBvdAmuBWmOtIqct-JQwUwmzrpCmwjRkwYtnqmLEIpkwkrfNWu872JBg2pH, https://lh3.googleusercontent.com/geougc-cs/AB3l90B674yjGa4oXRyHD4C1FZc7RkUBqeGADzv40fW9q2ButkYdHVWTfVEy4i4vQV3Udt5ZwD0NXunfo9Qgld-FLXETLZQ5L_TXdj1PDCt8RTU4SE7HASEJ9rYMENW5tEwVNCzy6hSWOY13dNkS, https://lh3.googleusercontent.com/geougc-cs/AB3l90AAg1ZlVTaEqpmP12iga-jyFesBktxTEibx3dWzvQ4HwMQ0B6ONok1F8v0NwNPDVw8sy0FpUCrJzdtYxEeuxdRvbcbTdDHBvreoge83hgF2foyBvsrAcjH_oVqmTkb0L14GSyiS1R1qHoM",https://lh3.googleusercontent.com/geougc-cs/AB3l90A6-1cOsmQlT_8bh8xByMtJcduHX_OAB_98snTbkTi555ZIn35jqYNsI06k5UsBjBmgk0y4ARLzRL6tD9MwiXEVOtD7CKeEE4JmKVZC_COoJ2IBa5WN4wLLYYvuqMesKZtGYVGLQslxnYCV,"CIABIhBiyoP57KDAffhbzvAKz_3T, CIABIhDxyqNrv7jal5bXIPx7ZSBo, CIABIhBiNvhiOn2fqL53kAXgDpVZ, CIABIhCttkI8dwNsI14OmG9FQn8E","Hi Liam, thank you for sharing your feedback with us. We’re sorry to hear that the portions didn’t meet your expectations and understand how that could be disappointing. We really appreciate you bringing this to our attention and hope you’ll give us another chance to provide a better experience next time.",1758572418.0,09/22/2025 20:20:18,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT214NlpWUlNlbGRoTmpsalpucEhRbWh1TWtKYVVVRRAB!2m1!1s0x0:0x781b08321893569!3m1!1s2@1:CAIQACodChtycF9oOmx6ZVRSeldhNjljZnpHQmhuMkJaUUE%7C0cmWp2od71a%7C?hl=en,1,1758076227,09/17/2025 02:30:27,,540907507511014761,,,,Dinner,$60–70,,,1 person,,,,,,,,,,,,,
